;grid=25x25:extent=(-36.0000,36,-36,36.0000):X_lbl=p_y:Y_lbl=p_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    #,   Plate Y,   Plate X,  Seconds,       i0,       i1,      mon,    bstop,    Omron,      CH6,      CH7,     TEMP,   marccd,    ICRxT,    OCRxT,     ROI1,     ROI2,     ROI3,     ROI4,     ROI5,     ROI6,     ROI7,     ROI8,     ROI9,    ROI10,    RIO11,    ROI12,    ROI13,      SWX,     CCD1,    CTEMP,    Timer,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,    PRESS,   lvdt11,   lvdt12,   lvdt21,   lvdt22,   lvdt31,   lvdt32,   lvdt41,   lvdt42,   CTEMPB
386,-3,9,30,4475158,1923933,1009,0,14969503,0,0,0,34.005802,145890,128220,65828,8860,6765,1328,5888,423,0,0,0,0,0,0,0,0,0,-1,92140.142,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,9,30,4459081,1900088,1131,0,14967323,0,0,0,33.899736,145890,127920,64313,8793,6497,1200,5867,413,0,0,0,0,0,0,0,0,0,-1,92175.286,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,3,9,30,4464965,1966987,1161,0,14972053,0,0,0,33.894605,150240,131910,66015,9107,6512,1225,6176,439,0,0,0,0,0,0,0,0,0,-1,92210.394,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,6,9,30,4465343,1965305,1148,0,14964645,0,0,0,34.106191,146190,128100,65246,9072,6157,1223,6001,475,0,0,0,0,0,0,0,0,0,-1,92245.772,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,9,9,30,4469776,1958270,1012,0,14925910,0,0,0,33.921392,147570,129900,65032,8957,5924,1207,5873,449,0,0,0,0,0,0,0,0,0,-1,92280.935,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,12,9,30,4466849,1952723,976,0,14908190,0,0,0,33.919522,145560,128010,63375,8973,5656,1095,5833,488,0,0,0,0,0,0,0,0,0,-1,92316.08,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,15,9,30,4458832,1951891,968,0,14911313,0,0,0,33.94407,144690,127350,63358,8760,5432,1033,5696,471,0,0,0,0,0,0,0,0,0,-1,92351.259,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,18,9,30,4444648,1884196,986,0,14899833,0,0,0,33.894138,138810,122670,60729,8368,5133,1056,5536,475,0,0,0,0,0,0,0,0,0,-1,92386.395,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,21,9,30,4463287,1914526,907,0,14909261,0,0,0,33.915362,138060,122040,60205,8425,4832,1026,5555,547,0,0,0,0,0,0,0,0,0,-1,92421.588,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,24,9,30,4484341,1940281,860,0,14889021,0,0,0,34.045674,135360,119850,58952,8483,4816,980,5641,541,0,0,0,0,0,0,0,0,0,-1,92456.884,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,27,9,30,4479893,1898483,963,0,14876348,0,0,0,33.969137,129900,115620,56783,8007,4442,926,5264,535,0,0,0,0,0,0,0,0,0,-1,92492.094,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,30,9,30,4476738,1886773,1061,0,14851930,0,0,0,33.771689,128130,114420,54557,7720,4155,865,4977,540,0,0,0,0,0,0,0,0,0,-1,92527.112,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,33,9,30,4478777,1879851,996,0,14808738,0,0,0,33.80426,125550,112050,52785,7577,3998,839,4887,535,0,0,0,0,0,0,0,0,0,-1,92562.153,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,-33,12,30,4476749,1878246,996,0,14880530,0,0,0,33.896841,149790,131310,67885,8967,8272,1549,6114,343,0,0,0,0,0,0,0,0,0,-1,92603.591,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,-30,12,30,4467371,1873118,1007,0,14873296,0,0,0,33.913714,149700,131160,67822,9043,7965,1481,6086,331,0,0,0,0,0,0,0,0,0,-1,92638.753,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,-27,12,30,4451099,1869973,970,0,14890706,0,0,0,33.94244,150360,131730,69139,9044,7764,1507,6051,291,0,0,0,0,0,0,0,0,0,-1,92673.973,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,-24,12,30,4440507,1853027,1003,0,14913215,0,0,0,33.949715,149490,130770,68062,9094,7603,1409,6103,289,0,0,0,0,0,0,0,0,0,-1,92709.173,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,-21,12,30,4483203,1885151,913,0,0,0,0,0,33.964987,150780,131610,70116,9166,7534,1392,6115,321,0,0,0,0,0,0,0,0,0,-1,92744.406,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,-18,12,30,4461314,1867146,1098,0,0,0,0,0,34.151953,148620,129660,69137,9292,7307,1345,6270,336,0,0,0,0,0,0,0,0,0,-1,92779.832,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,-15,12,30,4467108,1931142,906,0,1327834,0,0,0,33.904296,157110,137010,71786,9400,7154,1352,6384,406,0,0,0,0,0,0,0,0,0,-1,92815.034,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,-12,12,30,4464684,1930782,908,0,0,0,0,0,33.939342,157800,137580,71796,9455,6992,1382,6395,357,0,0,0,0,0,0,0,0,0,-1,92850.219,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,-9,12,30,4463664,1923793,1015,0,0,0,0,0,33.953362,154350,134640,71420,9674,6852,1288,6267,341,0,0,0,0,0,0,0,0,0,-1,92885.427,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,-6,12,30,4437839,1852193,847,0,0,0,0,0,33.909183,151530,132300,69723,9347,6285,1257,6201,384,0,0,0,0,0,0,0,0,0,-1,92920.553,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,-3,12,30,4435733,1820288,1090,0,14959689,0,0,0,33.983731,145680,127380,67905,9238,5885,1164,6084,346,0,0,0,0,0,0,0,0,0,-1,92955.741,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,12,30,4422541,1819583,877,0,14935689,0,0,0,33.89072,146790,128670,67515,8946,5725,1160,5859,367,0,0,0,0,0,0,0,0,0,-1,92990.871,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,3,12,30,4451865,1885502,955,0,14941517,0,0,0,33.878453,152070,132810,69467,9421,5831,1128,6019,408,0,0,0,0,0,0,0,0,0,-1,93025.975,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,6,12,30,4478507,1939376,962,0,14934581,0,0,0,33.985868,152970,133620,70783,9331,5740,1116,6283,440,0,0,0,0,0,0,0,0,0,-1,93061.268,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,9,12,30,4477698,1935025,928,0,14909261,0,0,0,33.901963,153240,134040,69545,9334,5497,1118,6132,463,0,0,0,0,0,0,0,0,0,-1,93096.44,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,12,12,30,4476747,1961908,987,0,14903221,0,0,0,33.885866,153900,134490,69145,9372,5288,1089,6080,478,0,0,0,0,0,0,0,0,0,-1,93131.536,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,15,12,30,4471460,1935888,988,0,14893413,0,0,0,33.904262,150360,132060,67553,9448,5102,1003,6089,484,0,0,0,0,0,0,0,0,0,-1,93166.68,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,18,12,30,4459279,1906304,990,0,14899678,0,0,0,33.908037,146220,128520,65560,8868,4756,1017,5835,506,0,0,0,0,0,0,0,0,0,-1,93201.855,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,21,12,30,4447478,1902992,749,0,14891048,0,0,0,33.988239,141510,124770,63720,8911,4558,933,5761,510,0,0,0,0,0,0,0,0,0,-1,93237.052,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,24,12,30,4441893,1885858,487,0,14872045,0,0,0,33.829439,140070,123780,62274,8864,4450,934,5751,483,0,0,0,0,0,0,0,0,0,-1,93272.155,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,27,12,30,4446250,1873506,859,0,14862989,0,0,0,34.06513,134820,119340,60910,8464,4082,836,5531,541,0,0,0,0,0,0,0,0,0,-1,93307.494,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,30,12,30,4499543,1910261,899,0,14832393,0,0,0,34.018874,135270,119940,60741,8449,3973,806,5516,537,0,0,0,0,0,0,0,0,0,-1,93342.748,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,33,12,30,4489611,1911682,908,0,14792507,0,0,0,33.92736,135060,120030,58928,8319,3897,811,5428,564,0,0,0,0,0,0,0,0,0,-1,93377.917,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,-30,15,30,4462435,1898885,852,0,14855850,0,0,0,33.917868,162030,140640,75662,10038,7492,1359,6686,436,0,0,0,0,0,0,0,0,0,-1,93419.088,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,-27,15,30,4450269,1900312,849,0,14872382,0,0,0,33.954988,159030,138120,75696,9904,7468,1418,6612,297,0,0,0,0,0,0,0,0,0,-1,93454.292,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,-24,15,30,4439290,1899975,889,0,14897034,0,0,0,33.943952,159570,138780,76301,9923,7250,1409,6725,272,0,0,0,0,0,0,0,0,0,-1,93489.497,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,-21,15,30,4438922,1886500,748,0,0,0,0,0,33.93667,162180,140850,76106,9836,7038,1371,6661,332,0,0,0,0,0,0,0,0,0,-1,93524.63,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,-18,15,30,4437688,1891739,924,0,4588352,0,0,0,33.907098,162720,141480,76513,10147,6922,1286,6714,298,0,0,0,0,0,0,0,0,0,-1,93559.79,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,-15,15,30,4437639,1875572,868,0,5664,0,0,0,33.891223,160890,139680,75465,10094,6388,1284,6932,297,0,0,0,0,0,0,0,0,0,-1,93594.935,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,-12,15,30,4477352,1896110,853,0,0,0,0,0,33.89361,163890,142170,77290,10247,6389,1262,6888,355,0,0,0,0,0,0,0,0,0,-1,93630.051,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,-9,15,30,4487017,1905859,863,0,0,0,0,0,33.968444,162510,140850,77952,10473,6332,1250,7051,346,0,0,0,0,0,0,0,0,0,-1,93665.328,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,-6,15,30,4471739,1907534,855,0,0,0,0,0,33.965,163710,141570,78602,10238,6142,1208,6762,418,0,0,0,0,0,0,0,0,0,-1,93700.568,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,-3,15,30,4453764,1852341,959,0,14434,0,0,0,33.921229,159810,138420,75050,10089,5663,1160,6674,346,0,0,0,0,0,0,0,0,0,-1,93735.699,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,15,30,4427524,1766299,573,0,0,0,0,0,33.907496,151800,131880,71735,9534,5348,998,6342,362,0,0,0,0,0,0,0,0,0,-1,93770.871,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3,15,30,4406025,1677502,523,0,0,0,0,0,33.900653,143910,125370,67762,9159,4917,999,6023,353,0,0,0,0,0,0,0,0,0,-1,93806.051,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,6,15,30,4397409,1682647,530,0,67533,0,0,0,33.940535,143970,125520,67850,9372,4792,969,6128,360,0,0,0,0,0,0,0,0,0,-1,93841.249,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,9,15,30,4373177,1629083,602,0,14880598,0,0,0,33.920121,137850,120060,64829,8769,4438,878,5724,341,0,0,0,0,0,0,0,0,0,-1,93876.424,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,12,15,30,4406943,1820987,559,0,14874049,0,0,0,33.879705,151800,132240,70060,9648,4722,918,6361,433,0,0,0,0,0,0,0,0,0,-1,93911.549,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,15,15,30,4435017,1754853,810,0,14877736,0,0,0,33.914415,143460,125790,67595,9177,4353,872,6103,418,0,0,0,0,0,0,0,0,0,-1,93946.703,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,18,15,30,4441575,1806148,1028,0,14868615,0,0,0,33.876391,144960,127080,67278,9190,4309,888,6125,439,0,0,0,0,0,0,0,0,0,-1,93981.859,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,21,15,30,4400412,1656363,922,0,14856438,0,0,0,33.919362,131130,115410,61330,8175,3813,781,5351,431,0,0,0,0,0,0,0,0,0,-1,94017.052,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,24,15,30,4408589,1708364,917,0,14816497,0,0,0,33.945146,133080,116970,62283,8435,3851,799,5507,402,0,0,0,0,0,0,0,0,0,-1,94052.241,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,27,15,30,4413812,1755124,935,0,14789433,0,0,0,33.91727,137940,121320,63586,8726,3782,771,5736,493,0,0,0,0,0,0,0,0,0,-1,94087.421,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,30,15,30,4397157,1701300,851,0,14754046,0,0,0,33.975985,131070,115620,61059,8498,3528,771,5519,497,0,0,0,0,0,0,0,0,0,-1,94122.629,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,-30,18,30,4425194,1812761,900,0,14803325,0,0,0,34.06422,163260,140790,80023,10539,6890,1327,7099,411,0,0,0,0,0,0,0,0,0,-1,94163.603,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,-27,18,30,4411793,1800387,971,0,14830309,0,0,0,33.896681,163950,141720,78708,10211,6522,1262,7002,289,0,0,0,0,0,0,0,0,0,-1,94198.746,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,-24,18,30,4417335,1696992,887,0,14847258,0,0,0,34.065714,152820,131940,75084,9801,6034,1232,6723,261,0,0,0,0,0,0,0,0,0,-1,94234.058,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,-21,18,30,4430140,1809089,1043,0,23113,0,0,0,33.986088,163500,140490,80354,10512,6285,1211,6977,291,0,0,0,0,0,0,0,0,0,-1,94269.294,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,-18,18,30,4415449,1700097,803,0,14877488,0,0,0,33.979025,154230,133230,76254,9807,5780,1134,6717,265,0,0,0,0,0,0,0,0,0,-1,94304.541,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,-15,18,30,4437374,1818491,853,0,0,0,0,0,33.90648,167970,144510,81249,10842,5989,1179,7318,315,0,0,0,0,0,0,0,0,0,-1,94339.682,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,-12,18,30,4426236,1798121,944,0,0,0,0,0,33.922863,166470,143430,80817,10554,5644,1142,7231,321,0,0,0,0,0,0,0,0,0,-1,94374.86,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,-9,18,30,4398696,1720499,987,0,0,0,0,0,33.986548,156330,135060,77196,10244,5325,1041,6797,325,0,0,0,0,0,0,0,0,0,-1,94410.112,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,-6,18,30,4401932,1776867,741,0,0,0,0,0,33.964963,161610,139470,79841,10422,5423,1058,6970,342,0,0,0,0,0,0,0,0,0,-1,94445.31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,-3,18,30,4369632,1615663,836,0,0,0,0,0,34.245898,145560,125910,72585,9561,4706,946,6238,298,0,0,0,0,0,0,0,0,0,-1,94480.792,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,18,30,4414375,1804085,824,0,0,0,0,0,33.954032,166620,143520,80535,10698,5211,1039,7176,375,0,0,0,0,0,0,0,0,0,-1,94516.003,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,3,18,30,4389105,1603727,963,0,0,0,0,0,33.917998,147870,127530,71566,9648,4349,914,6403,306,0,0,0,0,0,0,0,0,0,-1,94551.163,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,6,18,30,4426314,1763912,1081,0,0,0,0,0,33.906619,160320,138180,77246,10278,4644,907,6799,342,0,0,0,0,0,0,0,0,0,-1,94586.331,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,9,18,30,4453212,1895163,937,0,0,0,0,0,34.18894,167220,144150,81774,11033,4845,982,7335,433,0,0,0,0,0,0,0,0,0,-1,94621.788,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,12,18,30,4450354,1857393,915,0,0,0,0,0,34.054367,162630,141000,79284,10771,4585,881,7132,427,0,0,0,0,0,0,0,0,0,-1,94657.116,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,15,18,30,4444864,1845034,1081,0,14712502,0,0,0,33.794839,161280,140160,77229,10374,4426,887,6873,407,0,0,0,0,0,0,0,0,0,-1,94692.174,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,18,18,30,4438591,1834407,886,0,14803382,0,0,0,34.109215,156210,135990,76273,10138,4202,846,6656,418,0,0,0,0,0,0,0,0,0,-1,94727.552,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,21,18,30,4436179,1830768,893,0,12478938,0,0,0,34.062229,153900,133980,74433,9962,4098,841,6459,454,0,0,0,0,0,0,0,0,0,-1,94762.888,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,24,18,30,4414075,1782459,880,0,14737298,0,0,0,33.905531,149670,130980,71149,9667,3928,847,6304,449,0,0,0,0,0,0,0,0,0,-1,94798.033,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,27,18,30,4424237,1736456,914,0,14686418,0,0,0,33.891422,145500,127200,68959,9418,3636,761,6232,473,0,0,0,0,0,0,0,0,0,-1,94833.176,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,30,18,30,4402776,1691443,1041,0,14627571,0,0,0,33.937467,140220,122850,67077,9197,3255,699,5874,409,0,0,0,0,0,0,0,0,0,-1,94868.369,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,-27,21,30,4402247,1705117,951,0,14790242,0,0,0,33.965795,163410,140400,82127,10903,5870,1170,7253,271,0,0,0,0,0,0,0,0,0,-1,94908.914,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,-24,21,30,4402505,1640800,841,0,14790954,0,0,0,34.089181,156840,135000,79421,10383,5525,1088,6952,248,0,0,0,0,0,0,0,0,0,-1,94944.266,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,-21,21,30,4410972,1724728,1089,0,14806171,0,0,0,33.965544,164610,141660,83099,10619,5502,1119,7033,275,0,0,0,0,0,0,0,0,0,-1,94979.476,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,-18,21,30,4395883,1685327,947,0,10579582,0,0,0,33.897434,166170,142650,82439,10679,5420,1064,7292,312,0,0,0,0,0,0,0,0,0,-1,95014.616,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,-15,21,30,4390781,1702729,930,0,0,0,0,0,33.919393,167400,143250,83229,10787,5285,1006,7277,227,0,0,0,0,0,0,0,0,0,-1,95049.82,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,-12,21,30,4380323,1624636,914,0,0,0,0,0,33.921476,159450,137070,79287,10304,4966,1013,6867,260,0,0,0,0,0,0,0,0,0,-1,95085.015,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,-9,21,30,4408506,1725370,961,0,0,0,0,0,33.903063,169770,145260,84189,11075,4999,1075,7286,309,0,0,0,0,0,0,0,0,0,-1,95120.178,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,-6,21,30,4427155,1690408,996,0,0,0,0,0,33.935704,166020,141930,82381,10884,4778,1037,7259,265,0,0,0,0,0,0,0,0,0,-1,95155.363,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,-3,21,30,4443413,1788468,951,0,0,0,0,0,33.914583,175410,150150,86827,11535,4994,998,7710,329,0,0,0,0,0,0,0,0,0,-1,95190.585,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,21,30,4422289,1674540,966,0,0,0,0,0,33.986531,162180,139020,81594,10852,4484,865,7228,311,0,0,0,0,0,0,0,0,0,-1,95225.86,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,3,21,30,4427183,1786134,949,0,0,0,0,0,33.864259,172890,148110,85569,11256,4585,954,7582,364,0,0,0,0,0,0,0,0,0,-1,95261.043,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,6,21,30,4399053,1651930,975,0,0,0,0,0,33.969459,156900,134970,78998,10455,4176,871,6896,332,0,0,0,0,0,0,0,0,0,-1,95296.292,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,9,21,30,4413595,1746218,953,0,0,0,0,0,33.891369,166350,143460,82161,11052,4266,861,7329,312,0,0,0,0,0,0,0,0,0,-1,95331.389,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,12,21,30,4404632,1688167,926,0,0,0,0,0,33.913733,159390,137670,78686,10485,4029,892,7011,353,0,0,0,0,0,0,0,0,0,-1,95366.527,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,15,21,30,4389803,1644570,964,0,0,0,0,0,33.895362,153000,132570,75441,10201,3627,780,6549,326,0,0,0,0,0,0,0,0,0,-1,95401.679,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,18,21,30,4432794,1706583,951,0,0,0,0,0,33.902912,155250,134550,76524,10387,3622,810,6822,376,0,0,0,0,0,0,0,0,0,-1,95436.825,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,21,21,30,4402977,1616918,931,0,0,0,0,0,33.905381,145800,126450,71728,9490,3353,749,6119,389,0,0,0,0,0,0,0,0,0,-1,95472.004,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,24,21,30,4423297,1722847,933,0,0,0,0,0,33.834954,152400,132360,74288,10078,3417,782,6604,385,0,0,0,0,0,0,0,0,0,-1,95507.095,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,27,21,30,4390974,1575429,943,0,0,0,0,0,33.821464,139560,121440,68233,9219,3135,651,6083,363,0,0,0,0,0,0,0,0,0,-1,95542.191,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,-24,24,30,4421960,1688766,949,0,14739352,0,0,0,33.940401,175950,149760,89082,11454,5173,1039,7806,309,0,0,0,0,0,0,0,0,0,-1,95582.091,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,-21,24,30,4428092,1774919,970,0,0,0,0,0,34.133127,180870,154380,93629,11841,5485,1085,8090,249,0,0,0,0,0,0,0,0,0,-1,95617.478,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
