,Unnamed: 0,id,intent,experiment_id,instructions,x,y,x_versa,y_versa,z_versa,flag,timestamp_start,timestamp,error_codes,measurement,parameters,flow_setpoint,datafile,Voc,Ipass,Vpass,Vtp,slope,#,Filename,Lyr #1(nm),Al-Int(c/s),Err(c/s),Back(c/s),Back.Err,Al-At.%,Err(c/s).1,Si-Int(c/s),Err(c/s).2,Back(c/s).1,Back.Err.1,Si-At.%,Err(c/s).3,Ti-Int(c/s),Err(c/s).4,Back(c/s).2,Back.Err.2,Ti-At.%,Err(c/s).5,Ni-Int(c/s),Err(c/s).6,Back(c/s).3,Back.Err.3,Ni-At.%,Err(c/s).7,Comp(c/s),Rayl(c/s),LT(secs),Unnamed: 30,detector_index,sample_index,fwhm_IA_
10,10,11,corrosion,11,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-9.04,-22.6,0.0738785400390625,0.07912153625488283,0.01742751121520996,False,2020-03-11 17:29:34.376226,2020-03-11 17:32:04.994227,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_011.csv,-0.65,,-0.46,,0,92,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_21.txt,454.288,53.974,3.412,7.403,0.35100000000000003,15.555,0.983,2591.817,22.715,6.403,0.327,100.0,0.0,2371.86,19.138,5.852,0.312,51.117,0.412,2380.947,19.231,25.627,0.654,33.328,0.269,0.0,0.0,59.976000000000006,,1.0,21.0,0.44688224284012296
11,11,12,corrosion,12,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-13.56,0.0,0.05127879333496094,0.08364183807373046,0.01742751121520996,False,2020-03-11 17:33:42.044828,2020-03-11 17:36:12.616029,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_012.csv,-0.76,-4.56,-0.52,0.03,1,169,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_91.txt,466.171,109.537,4.767,7.951,0.364,29.102,1.267,2785.521,23.545,7.068,0.343,100.0,0.0,2172.384,18.314,5.667000000000002,0.307,47.40600000000001,0.4,1674.594,16.152,24.42,0.638,23.492,0.227,0.0,0.0,59.992,,1.0,91.0,0.462274653579427
12,12,13,corrosion,13,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",13.56,-9.04,0.06031844329833985,0.05652178955078125,0.01742751121520996,False,2020-03-11 17:37:51.005230,2020-03-11 17:40:21.610631,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_013.csv,-0.43,,-0.28,,0,129,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_55.txt,427.18300000000005,74.44800000000002,3.956,6.937,0.34,22.864,1.215,2213.344,20.995,6.103,0.319,100.0,0.0,1242.903,13.865,5.2189999999999985,0.295,24.715,0.276,3870.14,24.482,27.514,0.677,52.42,0.332,0.0,0.0,59.969,,1.0,55.0,0.0635209514335644
13,13,14,corrosion,14,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",4.52,9.04,0.0422387924194336,0.06556173706054688,0.01742751121520996,False,2020-03-11 17:42:00.436631,2020-03-11 17:44:31.008832,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_014.csv,-0.73,-4.77,-0.54,.1,2,22,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_117.txt,445.324,148.424,5.515,7.701,0.358,40.163,1.492,2663.328,23.022,6.584,0.331,100.0,0.0,1293.475,14.138,4.817,0.28300000000000003,27.341,0.299,2328.46,19.013,24.652,0.6409999999999999,32.496,0.265,0.0,0.0,59.994,,1.0,117.0,0.0967086406052844
14,14,15,corrosion,15,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",0.0,4.52,0.04675849151611328,0.07008163452148437,0.01742751121520996,False,2020-03-11 17:46:06.295633,2020-03-11 17:48:36.835634,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_015.csv,-0.63,,-0.42,,0,7,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_103.txt,451.458,131.387,5.2010000000000005,7.802,0.361,35.701,1.413,2654.866,22.988000000000003,6.685,0.334,100.0,0.0,1539.046,15.421,5.235,0.295,32.53,0.326,2288.607,18.855,25.04,0.6459999999999999,31.769,0.262,0.0,0.0,59.984,,1.0,103.0,0.088835113549246
15,15,16,corrosion,16,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-22.6,-9.04,0.0603184928894043,0.0926817398071289,0.017427560806274413,False,2020-03-11 17:50:14.195234,2020-03-11 17:52:44.738235,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_016.csv,-0.71,,-0.54,,0,138,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_63.txt,494.099,78.561,4.059,7.266,0.348,20.423,1.055,2845.784,23.792,6.399,0.327,100.0,0.0,2816.0,20.844,6.049,0.318,60.33,0.447,1413.554,14.85,23.248,0.622,19.248,0.202,0.0,0.0,60.006,,1.0,63.0,0.525809553898772
16,16,17,corrosion,17,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",0.0,13.56,0.037718841552734375,0.070081787109375,0.01742751121520996,False,2020-03-11 17:54:22.597036,2020-03-11 17:56:53.200437,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_017.csv,-0.54,,-0.3,,0,39,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_132.txt,453.781,174.097,5.962999999999999,8.231,0.37,45.01600000000001,1.5419999999999998,2753.367,23.403,6.948,0.34,100.0,0.0,1329.817,14.331,4.649,0.278,28.488000000000003,0.307,1893.214,17.16,24.811,0.643,26.496,0.24,0.0,0.0,60.014,,1.0,132.0,0.348063886899234
17,17,18,corrosion,18,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-13.56,27.12,0.02415869522094726,0.08364168548583985,0.01742751121520996,False,2020-03-11 17:58:28.907437,2020-03-11 18:00:59.401638,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_018.csv,-0.61,-4.29,-0.37,.48,0,81,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_170.txt,442.995,226.978,6.8020000000000005,9.67,0.402,55.05,1.65,3123.26,24.936,8.103,0.368,100.0,0.0,1303.001,14.191,4.502,0.274,30.324,0.33,981.64,12.412,22.475,0.612,14.626,0.185,0.0,0.0,59.979,,1.0,170.0,0.27012529620106196
18,18,19,corrosion,19,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-31.64,9.04,0.042238441467285164,0.10000003814697266,0.01742751121520996,False,2020-03-11 18:02:35.528839,2020-03-11 18:05:06.118640,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_019.csv,,,,,0,31,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_125.txt,458.171,115.546,4.887,7.785,0.36,30.012,1.269,3167.345,25.104,6.601,0.332,100.0,0.0,2440.047,19.408,5.785,0.311,57.474,0.457,839.789,11.491,21.255,0.595,12.514,0.171,0.0,0.0,59.987,,1.0,125.0,0.5980725428655539
19,19,20,corrosion,20,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",4.52,-27.12,0.0783985366821289,0.0655618896484375,0.01692751121520996,False,2020-03-11 18:10:24.033042,2020-03-11 18:12:52.530443,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_020.csv,,,,,2,156,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_8.txt,420.341,45.339,3.12,5.95,0.315,14.261,0.981,2328.471,21.524,5.184,0.294,100.0,0.0,1713.1129999999996,16.267,5.667000000000002,0.307,35.847,0.34,3549.476,23.444000000000006,26.785,0.6679999999999999,49.892,0.33,0.0,0.0,59.997,,1.0,8.0,0.3113090657929
20,20,21,corrosion,21,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",-13.56,-9.04,0.060318843841552734,0.08364163970947265,0.01692751121520996,False,2020-03-11 18:14:28.907244,2020-03-11 18:16:59.480445,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_021.csv,-0.81,-4.69,-0.57,.14,2,136,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_61.txt,472.387,83.04299999999998,4.169,7.251,0.348,22.494,1.129,2725.723,23.29,6.435,0.328,100.0,0.0,2400.6620000000007,19.251,5.718,0.309,51.50899999999999,0.413,1883.294,17.117,24.154,0.635,25.997,0.236,0.0,0.0,59.989,,1.0,61.0,0.46073001309452793
21,21,22,corrosion,22,"[{""op"": ""set_flow"", ""rates"": {""NaCl"": 0.5}, ""hold_time"": 10}, {""op"": ""cv"", ""initial_potential"": 0.0, ""vertex_potential_1"": -1.0, ""vertex_potential_2"": 1.2, ""final_potential"": 0.0, ""scan_rate"": 0.075, ""cycles"": 2, ""current_range"": ""2MA""}]",22.6,0.0,0.051278644561767575,0.04748179244995117,0.01692776107788086,False,2020-03-11 18:18:39.601245,2020-03-11 18:21:10.221246,[],"[""set_flow"", ""cv""]","""[{\""initial_potential\"": 0.0, \""versus_initial\"": \""VS REF\"", \""vertex_potential_1\"": -1.0, \""versus_vertex_1\"": \""VS REF\"", \""vertex_hold_1\"": 0, \""acquire_data_during_vertex_hold_1\"": \""NO\"", \""vertex_potential_2\"": 1.2, \""versus_vertex_2\"": \""VS REF\"", \""vertex_hold_2\"": 0, \""acquire_data_during_vertex_hold_2\"": \""NO\"", \""scan_rate\"": 0.075, \""cycles\"": 2, \""limit_1_type\"": \""NONE\"", \""limit_1_direction\"": \""<\"", \""limit_1_value\"": 0, \""limit_2_type\"": \""NONE\"", \""limit_2_direction\"": \""<\"", \""limit_2_value\"": 0, \""current_range\"": \""2MA\"", \""electrometer\"": \""AUTO\"", \""e_filter\"": \""1HZ\"", \""i_filter\"": \""1HZ\"", \""leave_cell_on\"": \""NO\"", \""cell_to_use\"": \""EXTERNAL\"", \""enable_ir_compensation\"": \""DISABLED\"", \""user_defined_the_amount_of_ir_comp\"": 1, \""use_previously_determined_ir_comp\"": \""YES\"", \""bandwidth\"": \""AUTO\"", \""final_potential\"": 0.0, \""versus_final\"": \""VS REF\"", \""low_current_interface_bandwidth\"": \""AUTO\""}]""","{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.5, ""4"": 0.0}",asdc_data_022.csv,-0.62,,-0.43,,0,160,NiTiAl_101018_2_1_Rh_60s_50kV_100uAdet_1_83.txt,417.639,92.872,4.3889999999999985,6.718,0.335,28.543000000000006,1.349,2222.4770000000008,21.032,5.751,0.31,100.0,0.0,874.06,11.629,4.401,0.271,17.340999999999998,0.231,3963.386,24.769,27.855,0.6809999999999999,54.115,0.338,0.0,0.0,59.99,,1.0,83.0,0.0645266301657701
